complaint_id,customer_id,complaint_date,category,severity,status,resolution_days
CP2867,C10055,2026-08-07,Pricing,Medium,Resolved,5
CP2868,C10534,2025-01-16,Pricing,Low,Resolved,13
CP2869,C10303,2025-05-26,Pricing,Low,Pending,2
CP2870,C10060,2026-01-22,Payment,Low,Open,24
CP2871,C10816,2025-03-08,Payment,High,Resolved,18
CP2872,C10312,2025-04-10,Pricing,Low,Resolved,10
CP2873,C10959,2025-11-29,Payment,Medium,Open,13
CP2874,C10072,2026-08-08,Account,Low,Open,30
CP2875,C10221,2025-11-01,Delivery,Medium,Resolved,10
CP2876,C10851,2026-01-11,Delivery,Low,Resolved,24
CP2877,C10431,2026-01-31,Payment,Low,Resolved,27
CP2878,C10937,2026-05-04,Delivery,Low,Resolved,26
CP2879,C10998,2025-09-19,Pricing,Low,Resolved,17
CP2880,C10611,2025-12-03,Pricing,Medium,Resolved,25
CP2881,C10423,2026-08-04,Delivery,Low,Open,28
CP2882,C10755,2026-08-23,Payment,Low,Pending,1
CP2883,C10962,2025-04-02,Pricing,Low,Resolved,5
CP2884,C10547,2025-11-21,Service,Low,Resolved,20
CP2885,C10516,2026-04-29,Account,Low,Resolved,7
CP2886,C10317,2025-06-02,Pricing,Medium,Resolved,4
CP2887,C10533,2025-12-10,Technical,Medium,Resolved,24
CP2888,C10316,2025-07-07,Pricing,Medium,Open,10
CP2889,C10339,2025-10-12,Payment,Low,Pending,25
CP2890,C10775,2025-03-26,Payment,Medium,Open,23
CP2891,C10949,2025-12-27,Pricing,Low,Resolved,21
CP2892,C10159,2025-08-28,Service,Medium,Resolved,7
CP2893,C10087,2026-03-19,Service,Low,Resolved,30
CP2894,C10793,2025-01-14,Service,Low,Pending,20
CP2895,C10753,2025-04-28,Service,High,Resolved,11
CP2896,C10636,2026-03-21,Account,Medium,Pending,18
CP2897,C10164,2025-11-04,Payment,Low,Open,19
CP2898,C10881,2026-01-09,Service,Low,Resolved,15
CP2899,C10825,2025-01-23,Service,Medium,Pending,22
CP2900,C10919,2026-06-08,Pricing,High,Resolved,12
CP2901,C10658,2026-03-08,Delivery,Low,Resolved,22
CP2902,C10700,2025-05-11,Delivery,Low,Resolved,8
CP2903,C10601,2025-05-31,Service,Low,Open,21
CP2904,C10403,2025-08-06,Service,Medium,Open,11
CP2905,C10379,2025-09-11,Delivery,High,Resolved,18
CP2906,C10472,2025-03-17,Service,Medium,Open,20
CP2907,C10570,2026-07-02,Service,Low,Open,12
CP2908,C10131,2026-01-26,Pricing,Medium,Resolved,20
CP2909,C10604,2025-12-21,Payment,Low,Resolved,7
CP2910,C10640,2025-06-02,Delivery,Low,Resolved,30
CP2911,C10667,2025-03-07,Service,Low,Open,24
CP2912,C10748,2026-05-14,Payment,Medium,Resolved,25
CP2913,C10109,2025-02-20,Technical,Low,Open,29
CP2914,C10242,2026-06-07,Account,Low,Pending,20
CP2915,C10560,2025-04-24,Service,Medium,Resolved,18
CP2916,C10654,2025-10-17,Service,Low,Resolved,24
CP2917,C10671,2025-03-10,Delivery,Medium,Resolved,22
CP2918,C10704,2026-01-30,Pricing,Medium,Open,22
CP2919,C10220,2026-07-04,Technical,Medium,Resolved,27
CP2920,C10746,2025-03-28,Service,Medium,Resolved,17
CP2921,C10993,2025-12-05,Service,Low,Open,22
CP2922,C10452,2026-04-16,Service,Medium,Open,17
CP2923,C10119,2025-01-08,Delivery,Low,Pending,12
CP2924,C10589,2026-03-08,Delivery,Low,Resolved,25
CP2925,C10380,2025-06-23,Service,Medium,Resolved,23
CP2926,C10374,2025-12-22,Delivery,Medium,Open,27
CP2927,C10379,2026-05-17,Delivery,Low,Resolved,18
CP2928,C10293,2025-08-20,Delivery,High,Resolved,1
CP2929,C10436,2026-02-18,Payment,Low,Open,22
CP2930,C10532,2025-11-08,Payment,Medium,Open,24
CP2931,C10562,2026-04-10,Account,Low,Resolved,24
CP2932,C10595,2025-01-30,Technical,High,Pending,29
CP2933,C10045,2026-01-14,Service,Low,Resolved,13
CP2934,C10573,2025-04-22,Technical,Low,Resolved,24
CP2935,C10950,2026-04-16,Account,Medium,Pending,25
CP2936,C10925,2025-09-02,Technical,Medium,Resolved,6
CP2937,C10119,2025-08-16,Account,Low,Resolved,19
CP2938,C10730,2026-07-12,Pricing,Medium,Open,7
CP2939,C10924,2025-12-11,Delivery,Medium,Open,9
CP2940,C10466,2025-06-16,Account,Medium,Resolved,12
CP2941,C10872,2025-05-19,Technical,Low,Open,16
CP2942,C10722,2025-10-30,Pricing,Medium,Pending,14
CP2943,C10224,2025-12-08,Delivery,Low,Resolved,10
CP2944,C10950,2025-02-09,Pricing,Medium,Resolved,11
CP2945,C10515,2025-01-08,Pricing,Low,Open,8
CP2946,C10972,2025-08-31,Payment,High,Resolved,9
CP2947,C10684,2026-08-02,Pricing,Medium,Resolved,29
CP2948,C10026,2025-06-27,Delivery,Medium,Resolved,10
CP2949,C10984,2025-06-04,Account,Low,Resolved,27
CP2950,C10799,2025-03-29,Pricing,Low,Resolved,26
CP2951,C10418,2026-03-13,Pricing,Low,Resolved,17
CP2952,C10597,2025-09-03,Pricing,Medium,Resolved,29
CP2953,C10354,2026-02-24,Account,Low,Resolved,15
CP2954,C10895,2025-10-13,Pricing,Medium,Resolved,29
CP2955,C10819,2025-09-28,Pricing,Medium,Open,5
CP2956,C10251,2025-07-18,Technical,High,Pending,9
CP2957,C10020,2025-06-02,Pricing,Low,Resolved,12
CP2958,C10154,2026-05-02,Account,Low,Resolved,14
CP2959,C10733,2025-07-05,Technical,Low,Resolved,18
CP2960,C10054,2025-08-30,Service,Low,Pending,19
CP2961,C10756,2026-01-11,Service,Low,Open,5
CP2962,C10223,2025-05-15,Pricing,Low,Open,2
CP2963,C10499,2026-07-17,Account,High,Resolved,12
CP2964,C10060,2025-05-04,Delivery,Medium,Open,15
CP2965,C10871,2025-06-10,Payment,Low,Resolved,18
CP2966,C10434,2025-08-03,Technical,High,Resolved,20
CP2967,C10729,2025-05-20,Pricing,High,Open,1
CP2968,C10221,2025-02-27,Delivery,Medium,Resolved,25
CP2969,C10269,2025-06-20,Payment,High,Resolved,12
CP2970,C10036,2025-07-04,Delivery,High,Resolved,26
CP2971,C10126,2026-08-04,Payment,Low,Resolved,18
CP2972,C10438,2026-04-06,Payment,Medium,Resolved,10
CP2973,C10290,2026-02-09,Account,Low,Pending,16
CP2974,C10867,2025-10-04,Pricing,High,Pending,24
CP2975,C10347,2025-02-17,Service,Medium,Pending,25
CP2976,C10043,2025-05-12,Account,Low,Pending,13
CP2977,C10878,2026-02-05,Delivery,Low,Open,20
CP2978,C10112,2025-02-01,Delivery,Medium,Resolved,17
CP2979,C10460,2025-05-11,Account,Low,Resolved,27
CP2980,C10125,2026-01-12,Pricing,Medium,Pending,26
CP2981,C10098,2025-08-12,Account,Low,Open,10
CP2982,C10564,2025-05-24,Technical,Low,Resolved,8
CP2983,C10549,2025-08-19,Service,Medium,Pending,18
CP2984,C10560,2026-04-02,Delivery,High,Resolved,18
CP2985,C10651,2025-06-11,Payment,Low,Resolved,21
CP2986,C10631,2025-04-17,Pricing,Low,Pending,22
CP2987,C10445,2025-08-20,Delivery,Medium,Resolved,30
CP2988,C10646,2025-06-29,Account,High,Pending,25
CP2989,C10371,2025-04-13,Service,Low,Pending,25
CP2990,C10177,2025-03-18,Technical,Low,Resolved,19
CP2991,C10014,2025-09-23,Payment,Medium,Pending,1
CP2992,C10370,2025-11-30,Account,Low,Open,12
CP2993,C10033,2026-04-22,Delivery,Low,Resolved,30
CP2994,C10267,2025-09-03,Account,Medium,Resolved,19
CP2995,C10760,2026-02-06,Delivery,Low,Open,28
CP2996,C10498,2026-07-22,Pricing,Low,Open,11
CP2997,C10941,2026-04-12,Payment,Low,Resolved,13
CP2998,C10645,2025-05-23,Technical,Low,Resolved,16
CP2999,C10475,2026-08-18,Service,High,Open,13
CP3000,C10683,2025-07-06,Delivery,Low,Resolved,2
